especie,aumento,filename,path,Clase,Caracteristicas visibles,Orientacion
Cedro costeño,30X,IPC_2019-09-09.15.49.16.1650.bmp,Cedro costeño/30X/IPC_2019-09-09.15.49.16.1650.bmp,1,1,77.39999389648438
Cedro costeño,30X,IPC_2019-09-09.15.49.19.3810.bmp,Cedro costeño/30X/IPC_2019-09-09.15.49.19.3810.bmp,1,1,77.39999389648438
Cedro costeño,30X,IPC_2019-09-09.15.49.22.5650.bmp,Cedro costeño/30X/IPC_2019-09-09.15.49.22.5650.bmp,1,1,88.19999694824219
Cedro costeño,30X,IPC_2019-09-09.15.49.25.8980.bmp,Cedro costeño/30X/IPC_2019-09-09.15.49.25.8980.bmp,1,2,-88.20000004768372
Cedro costeño,30X,IPC_2019-09-09.15.49.30.9320.bmp,Cedro costeño/30X/IPC_2019-09-09.15.49.30.9320.bmp,1,2,-73.79999923706055
Cedro costeño,30X,IPC_2019-09-09.15.49.37.5160.bmp,Cedro costeño/30X/IPC_2019-09-09.15.49.37.5160.bmp,1,2,-52.20000076293945
Cedro costeño,30X,IPC_2019-09-09.15.51.47.2600.bmp,Cedro costeño/30X/IPC_2019-09-09.15.51.47.2600.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.51.52.2580.bmp,Cedro costeño/30X/IPC_2019-09-09.15.51.52.2580.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.51.55.4430.bmp,Cedro costeño/30X/IPC_2019-09-09.15.51.55.4430.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.52.01.1610.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.01.1610.bmp,1,2,63.0
Cedro costeño,30X,IPC_2019-09-09.15.52.06.4770.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.06.4770.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.52.14.7760.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.14.7760.bmp,1,2,63.0
Cedro costeño,30X,IPC_2019-09-09.15.52.18.6590.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.18.6590.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.52.24.2580.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.24.2580.bmp,1,2,59.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.52.36.3100.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.36.3100.bmp,1,2,63.0
Cedro costeño,30X,IPC_2019-09-09.15.52.36.6140.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.36.6140.bmp,1,2,63.0
Cedro costeño,30X,IPC_2019-09-09.15.52.42.7780.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.42.7780.bmp,1,2,59.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.52.48.4300.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.48.4300.bmp,1,3,55.80000305175781
Cedro costeño,30X,IPC_2019-09-09.15.52.59.3120.bmp,Cedro costeño/30X/IPC_2019-09-09.15.52.59.3120.bmp,1,3,55.80000305175781
Cedro costeño,30X,IPC_2019-09-09.15.53.04.2300.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.04.2300.bmp,1,2,59.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.53.10.2610.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.10.2610.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.53.12.6630.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.12.6630.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.15.53.15.8800.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.15.8800.bmp,1,2,59.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.53.24.8810.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.24.8810.bmp,1,2,59.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.53.30.0640.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.30.0640.bmp,1,2,63.0
Cedro costeño,30X,IPC_2019-09-09.15.53.44.9820.bmp,Cedro costeño/30X/IPC_2019-09-09.15.53.44.9820.bmp,1,2,52.19999694824219
Cedro costeño,30X,IPC_2019-09-09.15.55.40.5900.bmp,Cedro costeño/30X/IPC_2019-09-09.15.55.40.5900.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.15.55.44.6450.bmp,Cedro costeño/30X/IPC_2019-09-09.15.55.44.6450.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.15.55.51.1280.bmp,Cedro costeño/30X/IPC_2019-09-09.15.55.51.1280.bmp,1,2,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.15.55.54.8580.bmp,Cedro costeño/30X/IPC_2019-09-09.15.55.54.8580.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.15.55.58.3220.bmp,Cedro costeño/30X/IPC_2019-09-09.15.55.58.3220.bmp,1,2,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.15.56.02.0730.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.02.0730.bmp,1,3,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.15.56.06.6760.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.06.6760.bmp,1,3,-45.0
Cedro costeño,30X,IPC_2019-09-09.15.56.10.5940.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.10.5940.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.15.56.13.6770.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.13.6770.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.15.56.17.4430.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.17.4430.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.15.56.22.0440.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.22.0440.bmp,1,2,-37.79999923706055
Cedro costeño,30X,IPC_2019-09-09.15.56.24.9430.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.24.9430.bmp,1,2,-37.79999923706055
Cedro costeño,30X,IPC_2019-09-09.15.56.29.4270.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.29.4270.bmp,1,2,-34.20000076293945
Cedro costeño,30X,IPC_2019-09-09.15.56.32.8630.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.32.8630.bmp,1,2,-34.20000076293945
Cedro costeño,30X,IPC_2019-09-09.15.56.36.1580.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.36.1580.bmp,1,2,-37.79999923706055
Cedro costeño,30X,IPC_2019-09-09.15.56.58.4940.bmp,Cedro costeño/30X/IPC_2019-09-09.15.56.58.4940.bmp,1,2,-66.5999984741211
Cedro costeño,30X,IPC_2019-09-09.15.57.24.8120.bmp,Cedro costeño/30X/IPC_2019-09-09.15.57.24.8120.bmp,1,2,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.15.57.41.7480.bmp,Cedro costeño/30X/IPC_2019-09-09.15.57.41.7480.bmp,1,2,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.15.57.45.5150.bmp,Cedro costeño/30X/IPC_2019-09-09.15.57.45.5150.bmp,1,2,-27.0
Cedro costeño,30X,IPC_2019-09-09.15.57.53.4830.bmp,Cedro costeño/30X/IPC_2019-09-09.15.57.53.4830.bmp,1,2,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.15.57.58.0180.bmp,Cedro costeño/30X/IPC_2019-09-09.15.57.58.0180.bmp,1,2,-9.0
Cedro costeño,30X,IPC_2019-09-09.15.58.06.6850.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.06.6850.bmp,1,2,1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.09.8150.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.09.8150.bmp,1,2,-1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.13.4670.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.13.4670.bmp,1,2,1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.20.0360.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.20.0360.bmp,1,2,-1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.24.3820.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.24.3820.bmp,1,2,1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.28.8330.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.28.8330.bmp,1,2,-1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.31.3520.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.31.3520.bmp,1,2,-1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.15.58.34.7970.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.34.7970.bmp,1,2,-5.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.58.38.5360.bmp,Cedro costeño/30X/IPC_2019-09-09.15.58.38.5360.bmp,1,2,-5.399993896484375
Cedro costeño,30X,IPC_2019-09-09.15.59.10.2560.bmp,Cedro costeño/30X/IPC_2019-09-09.15.59.10.2560.bmp,1,2,-77.39999961853027
Cedro costeño,30X,IPC_2019-09-09.15.59.15.0190.bmp,Cedro costeño/30X/IPC_2019-09-09.15.59.15.0190.bmp,1,2,81.0
Cedro costeño,30X,IPC_2019-09-09.15.59.40.6080.bmp,Cedro costeño/30X/IPC_2019-09-09.15.59.40.6080.bmp,1,2,9.0
Cedro costeño,30X,IPC_2019-09-09.15.59.44.7880.bmp,Cedro costeño/30X/IPC_2019-09-09.15.59.44.7880.bmp,1,2,-73.79999923706055
Cedro costeño,30X,IPC_2019-09-09.15.59.47.4060.bmp,Cedro costeño/30X/IPC_2019-09-09.15.59.47.4060.bmp,1,2,-73.79999923706055
Cedro costeño,30X,IPC_2019-09-09.15.59.52.7880.bmp,Cedro costeño/30X/IPC_2019-09-09.15.59.52.7880.bmp,1,2,-73.79999923706055
Cedro costeño,30X,IPC_2019-09-09.16.00.03.0580.bmp,Cedro costeño/30X/IPC_2019-09-09.16.00.03.0580.bmp,1,2,-81.0
Cedro costeño,30X,IPC_2019-09-09.16.00.06.8580.bmp,Cedro costeño/30X/IPC_2019-09-09.16.00.06.8580.bmp,1,2,-77.39999961853027
Cedro costeño,30X,IPC_2019-09-09.16.00.11.0390.bmp,Cedro costeño/30X/IPC_2019-09-09.16.00.11.0390.bmp,1,1,9.0
Cedro costeño,30X,IPC_2019-09-09.16.02.40.9520.bmp,Cedro costeño/30X/IPC_2019-09-09.16.02.40.9520.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.02.47.8850.bmp,Cedro costeño/30X/IPC_2019-09-09.16.02.47.8850.bmp,1,2,-37.79999923706055
Cedro costeño,30X,IPC_2019-09-09.16.02.51.7340.bmp,Cedro costeño/30X/IPC_2019-09-09.16.02.51.7340.bmp,1,2,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.16.02.55.2830.bmp,Cedro costeño/30X/IPC_2019-09-09.16.02.55.2830.bmp,1,2,-9.0
Cedro costeño,30X,IPC_2019-09-09.16.03.00.3690.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.00.3690.bmp,1,2,-12.600006103515625
Cedro costeño,30X,IPC_2019-09-09.16.03.03.5200.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.03.5200.bmp,1,2,1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.16.03.06.8360.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.06.8360.bmp,1,2,12.600006103515625
Cedro costeño,30X,IPC_2019-09-09.16.03.12.5360.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.12.5360.bmp,1,2,-9.0
Cedro costeño,30X,IPC_2019-09-09.16.03.15.5530.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.15.5530.bmp,1,2,1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.16.03.19.4220.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.19.4220.bmp,1,2,9.0
Cedro costeño,30X,IPC_2019-09-09.16.03.22.8070.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.22.8070.bmp,1,2,19.800003051757812
Cedro costeño,30X,IPC_2019-09-09.16.03.25.6210.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.25.6210.bmp,1,2,34.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.03.30.5370.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.30.5370.bmp,1,2,-19.800003051757812
Cedro costeño,30X,IPC_2019-09-09.16.03.33.3710.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.33.3710.bmp,1,2,-9.0
Cedro costeño,30X,IPC_2019-09-09.16.03.36.4640.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.36.4640.bmp,1,2,1.8000030517578125
Cedro costeño,30X,IPC_2019-09-09.16.03.39.2730.bmp,Cedro costeño/30X/IPC_2019-09-09.16.03.39.2730.bmp,1,2,12.600006103515625
Cedro costeño,30X,IPC_2019-09-09.16.04.07.5070.bmp,Cedro costeño/30X/IPC_2019-09-09.16.04.07.5070.bmp,1,2,-19.800003051757812
Cedro costeño,30X,IPC_2019-09-09.16.04.15.4890.bmp,Cedro costeño/30X/IPC_2019-09-09.16.04.15.4890.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.04.24.5270.bmp,Cedro costeño/30X/IPC_2019-09-09.16.04.24.5270.bmp,1,2,-5.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.04.31.3250.bmp,Cedro costeño/30X/IPC_2019-09-09.16.04.31.3250.bmp,1,2,-5.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.07.47.6150.bmp,Cedro costeño/30X/IPC_2019-09-09.16.07.47.6150.bmp,1,1,52.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.07.54.5690.bmp,Cedro costeño/30X/IPC_2019-09-09.16.07.54.5690.bmp,1,1,37.80000305175781
Cedro costeño,30X,IPC_2019-09-09.16.08.08.5760.bmp,Cedro costeño/30X/IPC_2019-09-09.16.08.08.5760.bmp,1,1,23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.08.14.8080.bmp,Cedro costeño/30X/IPC_2019-09-09.16.08.14.8080.bmp,1,2,12.600006103515625
Cedro costeño,30X,IPC_2019-09-09.16.08.24.8740.bmp,Cedro costeño/30X/IPC_2019-09-09.16.08.24.8740.bmp,1,1,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.09.19.9850.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.19.9850.bmp,1,2,-34.20000076293945
Cedro costeño,30X,IPC_2019-09-09.16.09.25.3880.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.25.3880.bmp,1,2,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.09.34.3540.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.34.3540.bmp,1,2,-27.0
Cedro costeño,30X,IPC_2019-09-09.16.09.37.5370.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.37.5370.bmp,1,2,-27.0
Cedro costeño,30X,IPC_2019-09-09.16.09.40.5200.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.40.5200.bmp,1,3,-27.0
Cedro costeño,30X,IPC_2019-09-09.16.09.43.3860.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.43.3860.bmp,1,2,-27.0
Cedro costeño,30X,IPC_2019-09-09.16.09.48.9220.bmp,Cedro costeño/30X/IPC_2019-09-09.16.09.48.9220.bmp,1,2,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.10.01.3080.bmp,Cedro costeño/30X/IPC_2019-09-09.16.10.01.3080.bmp,1,2,-34.20000076293945
Cedro costeño,30X,IPC_2019-09-09.16.43.54.0450.bmp,Cedro costeño/30X/IPC_2019-09-09.16.43.54.0450.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.44.03.9980.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.03.9980.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.44.12.0970.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.12.0970.bmp,1,1,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.16.44.16.2980.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.16.2980.bmp,1,2,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.44.20.6290.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.20.6290.bmp,1,2,-34.20000076293945
Cedro costeño,30X,IPC_2019-09-09.16.44.27.4640.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.27.4640.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.16.44.33.3660.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.33.3660.bmp,1,2,-27.0
Cedro costeño,30X,IPC_2019-09-09.16.44.42.4160.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.42.4160.bmp,1,2,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.44.50.7480.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.50.7480.bmp,1,2,-63.0
Cedro costeño,30X,IPC_2019-09-09.16.44.53.9490.bmp,Cedro costeño/30X/IPC_2019-09-09.16.44.53.9490.bmp,1,2,-63.0
Cedro costeño,30X,IPC_2019-09-09.16.45.00.9180.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.00.9180.bmp,1,2,-70.20000076293945
Cedro costeño,30X,IPC_2019-09-09.16.45.04.7030.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.04.7030.bmp,1,2,-70.20000076293945
Cedro costeño,30X,IPC_2019-09-09.16.45.22.1880.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.22.1880.bmp,1,3,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.16.45.25.5010.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.25.5010.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.16.45.30.1680.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.30.1680.bmp,1,2,70.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.45.33.6170.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.33.6170.bmp,1,2,73.80000305175781
Cedro costeño,30X,IPC_2019-09-09.16.45.39.4180.bmp,Cedro costeño/30X/IPC_2019-09-09.16.45.39.4180.bmp,1,1,73.80000305175781
Cedro costeño,30X,IPC_2019-09-09.16.46.00.2680.bmp,Cedro costeño/30X/IPC_2019-09-09.16.46.00.2680.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.16.46.05.2550.bmp,Cedro costeño/30X/IPC_2019-09-09.16.46.05.2550.bmp,1,3,81.0
Cedro costeño,30X,IPC_2019-09-09.16.46.10.4720.bmp,Cedro costeño/30X/IPC_2019-09-09.16.46.10.4720.bmp,1,2,73.80000305175781
Cedro costeño,30X,IPC_2019-09-09.16.46.25.0080.bmp,Cedro costeño/30X/IPC_2019-09-09.16.46.25.0080.bmp,1,2,-55.79999923706055
Cedro costeño,30X,IPC_2019-09-09.16.46.36.5740.bmp,Cedro costeño/30X/IPC_2019-09-09.16.46.36.5740.bmp,1,2,70.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.46.41.8600.bmp,Cedro costeño/30X/IPC_2019-09-09.16.46.41.8600.bmp,1,2,73.80000305175781
Cedro costeño,30X,IPC_2019-09-09.16.47.02.1600.bmp,Cedro costeño/30X/IPC_2019-09-09.16.47.02.1600.bmp,1,2,88.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.47.07.7750.bmp,Cedro costeño/30X/IPC_2019-09-09.16.47.07.7750.bmp,1,2,9.0
Cedro costeño,30X,IPC_2019-09-09.16.47.12.6920.bmp,Cedro costeño/30X/IPC_2019-09-09.16.47.12.6920.bmp,1,2,81.0
Cedro costeño,30X,IPC_2019-09-09.16.47.17.2090.bmp,Cedro costeño/30X/IPC_2019-09-09.16.47.17.2090.bmp,1,2,88.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.47.20.4590.bmp,Cedro costeño/30X/IPC_2019-09-09.16.47.20.4590.bmp,1,2,-88.20000004768372
Cedro costeño,30X,IPC_2019-09-09.16.47.26.9780.bmp,Cedro costeño/30X/IPC_2019-09-09.16.47.26.9780.bmp,1,2,88.19999694824219
Cedro costeño,30X,IPC_2019-09-09.16.48.12.2840.bmp,Cedro costeño/30X/IPC_2019-09-09.16.48.12.2840.bmp,1,2,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.48.16.3610.bmp,Cedro costeño/30X/IPC_2019-09-09.16.48.16.3610.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.16.48.24.8620.bmp,Cedro costeño/30X/IPC_2019-09-09.16.48.24.8620.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.16.48.28.0630.bmp,Cedro costeño/30X/IPC_2019-09-09.16.48.28.0630.bmp,1,2,-37.79999923706055
Cedro costeño,30X,IPC_2019-09-09.16.48.41.3180.bmp,Cedro costeño/30X/IPC_2019-09-09.16.48.41.3180.bmp,1,2,-30.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.48.59.4300.bmp,Cedro costeño/30X/IPC_2019-09-09.16.48.59.4300.bmp,1,2,-59.39999961853027
Cedro costeño,30X,IPC_2019-09-09.16.49.04.5480.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.04.5480.bmp,1,2,-55.79999923706055
Cedro costeño,30X,IPC_2019-09-09.16.49.10.3980.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.10.3980.bmp,1,3,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.49.14.2040.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.14.2040.bmp,1,2,-48.599998474121094
Cedro costeño,30X,IPC_2019-09-09.16.49.18.0010.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.18.0010.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.16.49.21.4480.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.21.4480.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.16.49.24.7160.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.24.7160.bmp,1,2,-37.79999923706055
Cedro costeño,30X,IPC_2019-09-09.16.49.30.4010.bmp,Cedro costeño/30X/IPC_2019-09-09.16.49.30.4010.bmp,1,2,-27.0
Cedro costeño,30X,IPC_2019-09-09.17.02.39.7520.bmp,Cedro costeño/30X/IPC_2019-09-09.17.02.39.7520.bmp,1,2,73.80000305175781
Cedro costeño,30X,IPC_2019-09-09.17.02.45.8380.bmp,Cedro costeño/30X/IPC_2019-09-09.17.02.45.8380.bmp,1,2,70.19999694824219
Cedro costeño,30X,IPC_2019-09-09.17.02.46.1730.bmp,Cedro costeño/30X/IPC_2019-09-09.17.02.46.1730.bmp,1,2,70.19999694824219
Cedro costeño,30X,IPC_2019-09-09.17.02.53.4030.bmp,Cedro costeño/30X/IPC_2019-09-09.17.02.53.4030.bmp,1,2,59.399993896484375
Cedro costeño,30X,IPC_2019-09-09.17.02.57.4380.bmp,Cedro costeño/30X/IPC_2019-09-09.17.02.57.4380.bmp,1,2,55.80000305175781
Cedro costeño,30X,IPC_2019-09-09.17.03.05.4700.bmp,Cedro costeño/30X/IPC_2019-09-09.17.03.05.4700.bmp,1,3,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.17.03.10.5190.bmp,Cedro costeño/30X/IPC_2019-09-09.17.03.10.5190.bmp,1,2,66.60000610351562
Cedro costeño,30X,IPC_2019-09-09.17.03.36.3560.bmp,Cedro costeño/30X/IPC_2019-09-09.17.03.36.3560.bmp,1,2,-70.20000076293945
Cedro costeño,30X,IPC_2019-09-09.17.03.40.1720.bmp,Cedro costeño/30X/IPC_2019-09-09.17.03.40.1720.bmp,1,2,-66.5999984741211
Cedro costeño,30X,IPC_2019-09-09.17.03.45.5080.bmp,Cedro costeño/30X/IPC_2019-09-09.17.03.45.5080.bmp,1,2,-66.5999984741211
Cedro costeño,30X,IPC_2019-09-09.17.03.51.9890.bmp,Cedro costeño/30X/IPC_2019-09-09.17.03.51.9890.bmp,1,2,-66.5999984741211
Cedro costeño,30X,IPC_2019-09-09.17.04.09.6570.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.09.6570.bmp,1,2,-73.79999923706055
Cedro costeño,30X,IPC_2019-09-09.17.04.12.9770.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.12.9770.bmp,1,2,-70.20000076293945
Cedro costeño,30X,IPC_2019-09-09.17.04.16.5920.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.16.5920.bmp,1,2,-66.5999984741211
Cedro costeño,30X,IPC_2019-09-09.17.04.19.5240.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.19.5240.bmp,1,2,-59.39999961853027
Cedro costeño,30X,IPC_2019-09-09.17.04.22.3080.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.22.3080.bmp,1,2,-55.79999923706055
Cedro costeño,30X,IPC_2019-09-09.17.04.24.6280.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.24.6280.bmp,1,2,-52.20000076293945
Cedro costeño,30X,IPC_2019-09-09.17.04.27.9430.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.27.9430.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.17.04.30.8100.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.30.8100.bmp,1,2,-41.400001525878906
Cedro costeño,30X,IPC_2019-09-09.17.04.36.4260.bmp,Cedro costeño/30X/IPC_2019-09-09.17.04.36.4260.bmp,1,2,-45.0
Cedro costeño,30X,IPC_2019-09-09.17.05.06.7640.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.06.7640.bmp,1,2,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.17.05.12.5850.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.12.5850.bmp,1,3,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.17.05.16.0470.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.16.0470.bmp,1,3,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.17.05.19.0960.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.19.0960.bmp,1,3,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.17.05.21.9990.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.21.9990.bmp,1,3,-16.199996948242188
Cedro costeño,30X,IPC_2019-09-09.17.05.27.6780.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.27.6780.bmp,1,2,-19.800003051757812
Cedro costeño,30X,IPC_2019-09-09.17.05.31.0480.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.31.0480.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.17.05.33.8980.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.33.8980.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.17.05.37.3480.bmp,Cedro costeño/30X/IPC_2019-09-09.17.05.37.3480.bmp,1,2,-23.399993896484375
Cedro costeño,30X,IPC_2019-09-09.17.08.41.8120.bmp,Cedro costeño/30X/IPC_2019-09-09.17.08.41.8120.bmp,1,2,37.80000305175781
